Player Name,OVR,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICALITY,Position,Age,Foot,Height,League,Nation,Team,Weight
Rafa,83,93,77,77,86,50,54,CF,30,Right,17,Liga Portugal,Portugal,SL Benfica,66
Jorginho,83,53,67,84,81,74,73,CDM,31,Right,17,Premier League,Italy,Arsenal,68
Adrianna Franch,83,82,83,78,83,39,84,GK,33,Right,17,NWSL,United States,KC Current,70
Pau Torres,83,72,38,68,70,84,81,CB,26,Left,19,Premier League,Spain,Aston Villa,80
Laura Freigang,83,81,84,72,81,26,72,CAM,25,Right,17,GPFBL,Germany,Frankfurt,62
Jeremie Frimpong,83,94,56,75,84,74,70,RWB,23,Right,17,Bundesliga,Holland,Leverkusen,64
Cody Gakpo,83,85,82,78,84,42,73,CF,24,Right,18,Premier League,Holland,Liverpool,76
Leah Galton,83,73,82,82,82,60,79,LM,29,Left,17,Barclays WSL,England,Manchester Utd,61
Vanessa Gilles,83,62,38,53,53,86,81,CB,27,Right,17,D1 Arkema,Canada,OL,58
José María Giménez,83,71,46,58,61,85,82,CB,28,Right,18,LALIGA EA SPORTS,Uruguay,Atlético de Madrid,79
Alex Greenwood,83,70,64,79,74,84,81,CB,30,Left,16,Barclays WSL,England,Manchester City,62
Giulia Gwinn,83,80,59,77,84,80,69,LB,24,Right,17,GPFBL,Germany,FC Bayern München,58
Sébastien Haller,83,62,81,63,76,52,81,ST,29,Right,19,Bundesliga,Côte d'Ivoire,Borussia Dortmund,90
Marina Hegering,83,66,51,64,71,84,80,CB,33,Right,17,GPFBL,Germany,VfL Wolfsburg,59
Jonas Hofmann,83,76,79,83,81,64,73,CAM,31,Right,17,Bundesliga,Germany,Leverkusen,73
Mats Hummels,83,53,58,76,70,86,78,CB,35,Right,19,Bundesliga,Germany,Borussia Dortmund,94
Borja Iglesias,83,69,84,66,76,40,82,ST,30,Right,18,LALIGA EA SPORTS,Spain,Real Betis,86
Lauren James,83,87,78,80,85,28,80,RW,22,Right,17,Barclays WSL,England,Chelsea,77
Dominique Janssen,83,78,59,75,75,83,80,CB,28,Right,17,GPFBL,Holland,VfL Wolfsburg,63
Meghan Klingenberg,83,77,54,74,78,82,79,LB,35,Right,15,NWSL,United States,Portland Thorns,53
Filip Kostić,83,85,76,82,82,70,80,LM,31,Left,18,Serie A TIM,Serbia,Juventus,84
Racheal Kundananji,83,91,82,69,83,40,87,ST,23,Right,17,Liga F,Zambia,Madrid CFF,65
Alexandre Lacazette,83,72,84,77,83,44,77,ST,32,Right,17,Ligue 1 Uber Eats,France,OL,73
Konrad Laimer,83,80,69,77,78,81,79,CDM,26,Right,18,Bundesliga,Austria,FC Bayern München,72
Hugo Lloris,83,85,80,70,86,60,81,GK,36,Left,18,Premier League,France,Spurs,82
Gianluca Mancini,83,67,45,54,62,83,86,CB,27,Right,19,Serie A TIM,Italy,Roma FC,77
Dzsenifer Marozsán,83,74,81,85,86,57,74,CAM,31,Right,17,D1 Arkema,Germany,OL,67
Griedge Mbock,83,63,55,66,65,85,81,CB,28,Right,17,D1 Arkema,France,OL,68
Alex Meret,83,83,80,72,86,44,83,GK,26,Left,19,Serie A TIM,Italy,Napoli FC,83
Morata,83,82,82,72,79,31,79,ST,31,Right,19,LALIGA EA SPORTS,Spain,Atlético de Madrid,84
Gerard Moreno,83,77,85,77,81,46,72,ST,31,Left,18,LALIGA EA SPORTS,Spain,Villarreal CF,77
Casey Murphy,83,84,82,74,85,40,86,GK,27,Right,18,NWSL,United States,NC Courage,70
Alyssa Naeher,83,85,81,83,82,46,87,GK,35,Right,17,NWSL,United States,Chicago Red Stars,64
Katharina Naschenweng,83,77,50,77,79,82,74,LB,26,Left,16,GPFBL,Austria,FC Bayern München,57
Kelley O'Hara,83,84,56,73,76,81,75,RB,35,Right,16,NWSL,United States,NJ/NY Gotham,55
Dani Olmo,83,68,76,82,86,50,59,CAM,25,Right,17,Bundesliga,Spain,RB Leipzig,72
Willi Orban,83,58,36,56,56,85,81,CB,31,Right,18,Bundesliga,Hungary,RB Leipzig,87
Oyarzabal,83,77,83,80,83,41,62,LM,26,Left,18,LALIGA EA SPORTS,Spain,Real Sociedad,79
Gavi,83,76,66,78,85,68,70,CM,19,Right,17,LALIGA EA SPORTS,Spain,FC Barcelona,70
Palhinha,83,62,67,71,76,84,89,CDM,28,Right,19,Premier League,Portugal,Fulham,85
Benjamin Pavard,83,70,62,73,72,85,78,CB,27,Right,18,Serie A TIM,France,Inter,81
Lorenzo Pellegrini,83,79,76,83,83,74,78,CAM,27,Right,18,Serie A TIM,Italy,Roma FC,77
Pauline Peyraud-Magnin,83,81,80,82,85,47,84,GK,31,Left,17,Calcio A Femminile,France,Juventus,63
Claudia Pina,83,73,82,81,82,45,68,CAM,22,Right,16,Liga F,Spain,FC Barcelona,59
Lara Prašnikar,83,75,84,69,83,44,75,ST,25,Right,17,GPFBL,Slovenia,Frankfurt,64
Christen Press,83,84,83,80,84,46,75,ST,34,Right,16,NWSL,United States,Angel City FC,58
Mayra Ramírez,83,89,83,75,85,33,86,ST,24,Right,17,Liga F,Colombia,Levante UD,74
Felicitas Rauch,83,80,51,71,76,81,76,LB,27,Left,16,GPFBL,Germany,VfL Wolfsburg,61
Marco Reus,83,65,83,83,85,53,63,CAM,34,Right,18,Bundesliga,Germany,Borussia Dortmund,71
Guido Rodríguez,83,51,58,72,70,85,80,CDM,28,Right,18,LALIGA EA SPORTS,Argentina,Real Betis,80
Alessio Romagnoli,83,69,40,56,69,85,80,CB,28,Left,18,Serie A TIM,Italy,Latium,75
Martina Rosucci,83,74,70,80,83,79,76,CDM,31,Right,17,Calcio A Femminile,Italy,Juventus,61
William Saliba,83,82,39,69,73,84,82,CB,22,Right,19,Premier League,France,Arsenal,85
Patrik Schick,83,79,80,71,81,37,76,ST,27,Left,19,Bundesliga,Czech Republic,Leverkusen,86
Nico Schlotterbeck,83,78,58,67,73,85,82,CB,24,Left,19,Bundesliga,Germany,Borussia Dortmund,90
Sophie Schmidt,83,53,75,77,78,80,73,CM,35,Right,17,NWSL,Canada,Houston Dash,66
Tabea Sellner,83,81,80,80,82,28,70,LM,27,Right,17,GPFBL,Germany,VfL Wolfsburg,62
Luke Shaw,83,76,57,82,79,81,78,LB,28,Left,18,Premier League,England,Manchester Utd,75
Unai Simón,83,84,79,77,85,49,84,GK,26,Right,19,LALIGA EA SPORTS,Spain,Athletic Club,89
Christine Sinclair,83,66,86,83,82,44,82,CAM,40,Right,17,NWSL,Canada,Portland Thorns,67
Sherida Spitse,83,66,76,85,73,79,80,CDM,33,Right,16,Nederland Vrouwen Liga,Holland,Ajax,61
Raheem Sterling,83,85,78,76,85,45,67,LW,29,Right,17,Premier League,England,Chelsea,69
Ella Toone,83,81,79,77,85,51,65,CAM,24,Right,16,Barclays WSL,England,Manchester Utd,57
Glódís Perla Viggósdóttir,83,72,54,67,61,86,77,CB,28,Right,17,GPFBL,Iceland,FC Bayern München,65
Dušan Vlahović,83,80,85,66,79,29,82,ST,23,Left,19,Serie A TIM,Serbia,Juventus,75
Lia Wälti,83,80,62,77,83,81,76,CDM,30,Right,16,Barclays WSL,Switzerland,Arsenal,56
Lynn Williams,83,92,82,74,81,46,73,ST,30,Right,17,NWSL,United States,NJ/NY Gotham,62
André-Franck Zambo Anguissa,83,78,68,72,81,81,86,CDM,28,Right,18,Serie A TIM,Cameroon,Napoli FC,78
Piotr Zieliński,83,81,77,81,86,71,63,CM,29,Right,18,Serie A TIM,Poland,Napoli FC,75
Manuel Akanji,82,77,48,70,72,83,78,CB,28,Right,18,Premier League,Switzerland,Manchester City,91
Robert Andrich,82,57,76,76,73,81,85,CDM,29,Right,18,Bundesliga,Germany,Leverkusen,86
Joelinton,82,78,71,76,82,81,88,CM,27,Right,18,Premier League,Brazil,Newcastle Utd,81
Ramona Bachmann,82,71,81,78,83,53,78,LW,32,Right,16,D1 Arkema,Switzerland,Paris SG,59
Sandy Baltimore,82,84,70,85,84,64,69,RW,23,Left,15,D1 Arkema,France,Paris SG,62
Roberto Firmino,82,70,77,79,87,58,77,CF,32,Right,18,ROSHN Saudi League,Brazil,Al Ahli,76
Lineth Beerensteyn,82,89,79,71,86,52,75,LW,27,Right,16,Calcio A Femminile,Holland,Juventus,60
Rodrigo Bentancur,82,70,67,81,83,79,77,CM,26,Right,18,Premier League,Uruguay,Spurs,73
Nicole Billa,82,82,83,68,82,42,80,ST,27,Right,16,GPFBL,Austria,TSG Hoffenheim,59
Eduardo Camavinga,82,79,66,80,82,76,80,CDM,21,Left,18,LALIGA EA SPORTS,France,Real Madrid,68
Carvajal,82,82,54,76,79,77,79,RB,31,Right,17,LALIGA EA SPORTS,Spain,Real Madrid,73
Alana Cook,82,54,42,59,61,85,79,CB,26,Right,17,NWSL,United States,OL Reign,63
Ángel Correa,82,85,84,77,86,50,75,ST,28,Right,17,LALIGA EA SPORTS,Argentina,Atlético de Madrid,70
Ana-Maria Crnogorčević,82,79,79,76,84,72,82,RW,33,Right,17,Liga F,Switzerland,Atlético de Madrid,65
Ricardo Horta,82,80,83,80,80,43,70,CAM,29,Right,17,Liga Portugal,Portugal,SC Braga,63
Otávio,82,78,70,81,85,66,74,RM,28,Right,17,ROSHN Saudi League,Portugal,Al Nassr,67
Kenza Dali,82,72,79,82,85,68,71,CM,32,Right,16,Barclays WSL,France,Aston Villa,61
Stefan de Vrij,82,64,41,64,69,84,76,CB,31,Right,18,Serie A TIM,Holland,Inter,78
Boulaye Dia,82,82,81,62,81,27,77,ST,27,Right,18,Serie A TIM,Senegal,Salernitana,75
Vanessa DiBernardo,82,75,76,78,83,65,73,CM,31,Right,16,NWSL,United States,KC Current,53
Federico Dimarco,82,79,71,80,79,74,71,LWB,26,Left,17,Serie A TIM,Italy,Inter,75
Damaris Egurrola,82,61,60,81,76,79,78,CDM,24,Left,17,D1 Arkema,Holland,OL,65
Nerea Eizagirre,82,79,82,79,85,63,66,LW,23,Right,16,Liga F,Spain,Real Sociedad,65
Youssef En-Nesyri,82,81,82,63,76,36,79,ST,26,Left,18,LALIGA EA SPORTS,Morocco,Sevilla FC,78
Jun Endo,82,86,77,75,81,45,70,LM,23,Left,16,NWSL,Japan,Angel City FC,60
Ingrid Syrstad Engen,82,63,62,78,76,82,73,CDM,25,Right,17,Liga F,Norway,FC Barcelona,65
Bethany England,82,66,84,67,77,40,72,ST,29,Right,16,Barclays WSL,England,Spurs,59
Paula Fernández,82,77,76,80,79,76,78,CM,24,Right,16,Liga F,Spain,Levante UD,62
Mark Flekken,82,81,74,83,85,31,81,GK,30,Right,19,Premier League,Holland,Brentford,87
Seko Fofana,82,71,77,76,80,73,86,CM,28,Right,18,ROSHN Saudi League,Côte d'Ivoire,Al Nassr,74
Javi Galán,82,81,56,77,83,79,72,LB,29,Left,17,LALIGA EA SPORTS,Spain,Atlético de Madrid,70
Gabriela García,82,69,82,78,81,80,84,CDM,26,Right,18,Liga F,Venezuela,Atlético de Madrid,68
David García,82,59,37,66,65,83,77,CB,29,Right,18,LALIGA EA SPORTS,Spain,CA Osasuna,72
Gayà,82,81,61,77,79,78,74,LB,28,Left,17,LALIGA EA SPORTS,Spain,Valencia CF,66
Olivier Giroud,82,43,83,74,74,42,80,ST,37,Left,19,Serie A TIM,France,Milan,91
Mario Götze,82,63,75,83,85,55,71,CAM,31,Right,17,Bundesliga,Germany,Frankfurt,72
Théa Gréboval,82,64,58,72,64,83,79,CB,26,Left,16,D1 Arkema,France,Paris FC,61
Vincenzo Grifo,82,71,80,83,81,40,64,LM,30,Right,18,Bundesliga,Italy,SC Freiburg,76
Raphaël Guerreiro,82,65,78,85,88,76,55,LB,29,Left,17,Bundesliga,Portugal,FC Bayern München,69
Joško Gvardiol,82,78,54,69,74,82,83,CB,21,Left,18,Premier League,Croatia,Manchester City,80
Chantal Hagel,82,59,79,78,80,73,78,CM,25,Left,17,GPFBL,Germany,VfL Wolfsburg,67
Yui Hasegawa,82,78,71,82,86,78,52,CDM,26,Right,15,Barclays WSL,Japan,Manchester City,48
Ashley Hatch,82,70,84,72,80,46,69,ST,28,Right,17,NWSL,United States,Washington Spirit,65
Kai Havertz,82,78,79,79,83,45,68,CAM,24,Left,19,Premier League,Germany,Arsenal,82
Mario Hermoso,82,75,49,74,71,82,79,CB,28,Left,18,LALIGA EA SPORTS,Spain,Atlético de Madrid,76
Sofia Huerta,82,80,56,74,78,77,73,RB,31,Right,16,NWSL,United States,OL Reign,60
Sofia Jakobsson,82,81,78,78,80,54,72,LM,33,Right,17,NWSL,Sweden,San Diego Wave,62
Sveindís Jane Jónsdóttir,82,92,71,76,81,46,68,RM,22,Right,17,GPFBL,Iceland,VfL Wolfsburg,63
Franck Yannick Kessié,82,79,76,74,79,81,87,CDM,26,Right,18,ROSHN Saudi League,Côte d'Ivoire,Al Ahli,74
Presnel Kimpembe,82,79,43,68,69,81,86,CB,28,Left,18,Ligue 1 Uber Eats,France,Paris SG,80
Orkun Kökçü,82,72,76,83,80,69,79,CM,22,Right,17,Liga Portugal,Turkey,SL Benfica,68
Mateo Kovačić,82,69,69,82,87,71,70,CM,29,Right,17,Premier League,Croatia,Manchester City,80
Ali Krieger,82,72,49,67,72,85,79,CB,39,Right,16,NWSL,United States,NJ/NY Gotham,60
Robin Le Normand,82,62,26,54,59,84,79,CB,27,Right,18,LALIGA EA SPORTS,Spain,Real Sociedad,81
Jeremías Conan Ledesma,82,83,79,75,84,46,79,GK,30,Right,18,LALIGA EA SPORTS,Argentina,Cádiz CF,83
Thomas Lemar,82,82,78,83,86,67,65,CM,28,Left,17,LALIGA EA SPORTS,France,Atlético de Madrid,66
Katie Lind,82,56,43,57,64,86,75,CB,29,Right,17,NWSL,United States,Houston Dash,66
Dominik Livaković,82,80,76,71,89,56,80,GK,28,Right,18,Trendyol Süper Lig,Croatia,Fenerbahçe,79
Manuel Locatelli,82,67,70,80,78,79,80,CDM,25,Right,18,Serie A TIM,Italy,Juventus,75
Sydney Lohmann,82,71,78,77,81,70,82,CAM,23,Right,17,GPFBL,Germany,FC Bayern München,64
Anthony Lopes,82,84,77,71,86,63,80,GK,33,Left,18,Ligue 1 Uber Eats,Portugal,OL,81
Frida Maanum,82,66,81,81,80,72,66,CM,24,Right,17,Barclays WSL,Norway,Arsenal,58
Alexis Mac Allister,82,70,79,82,82,70,72,CM,24,Right,17,Premier League,Argentina,Liverpool,72
Hailie Mace,82,76,57,74,74,81,74,LB,26,Right,16,NWSL,United States,KC Current,62
Melvine Malard,82,80,79,78,83,40,66,LW,23,Right,17,Barclays WSL,France,Manchester Utd,62
Donyell Malen,82,89,80,73,85,35,73,RM,24,Right,17,Bundesliga,Holland,Borussia Dortmund,77
Iñigo Martínez,82,71,56,67,61,82,80,CB,32,Left,18,LALIGA EA SPORTS,Spain,FC Barcelona,76
Joselu,82,63,84,69,74,33,77,ST,33,Right,19,LALIGA EA SPORTS,Spain,Real Madrid,80
Noussair Mazraoui,82,79,66,77,83,77,74,RB,26,Right,18,Bundesliga,Morocco,FC Bayern München,65
Diogo Costa,82,80,77,80,86,35,80,GK,24,Right,19,Liga Portugal,Portugal,FC Porto,84
Édouard Mendy,82,80,79,81,83,34,81,GK,31,Right,19,ROSHN Saudi League,Senegal,Al Ahli,86
Ferland Mendy,82,92,64,76,77,77,86,LB,28,Left,18,LALIGA EA SPORTS,France,Real Madrid,73
Nahuel Molina,82,85,67,76,79,78,71,RB,25,Right,17,LALIGA EA SPORTS,Argentina,Atlético de Madrid,70
Perle Morroni,82,81,45,75,77,79,67,LB,26,Left,15,D1 Arkema,France,OL,53
João Mário,82,70,79,81,83,69,70,RM,30,Right,17,Liga Portugal,Portugal,SL Benfica,73
Darwin Núñez,82,90,81,71,76,43,85,ST,24,Right,18,Premier League,Uruguay,Liverpool,80
Loïs Openda,82,93,79,68,80,31,78,ST,23,Right,17,Bundesliga,Belgium,RB Leipzig,79
Nicolás Otamendi,82,64,57,64,59,83,85,CB,35,Right,18,Liga Portugal,Argentina,SL Benfica,78
Leila Ouahabi,82,75,52,71,72,81,73,LB,30,Left,17,Barclays WSL,Spain,Manchester City,61
Isi Palazón,82,84,79,79,82,39,64,RM,28,Left,16,LALIGA EA SPORTS,Spain,Rayo Vallecano,71
Tanja Pawollek,82,56,76,77,79,78,77,CM,24,Left,17,GPFBL,Poland,Frankfurt,63
Pedro Gonçalves,82,76,82,81,84,58,66,LW,25,Right,17,Liga Portugal,Portugal,Sporting CP,77
Ève Périsset,82,76,52,79,76,79,71,RB,28,Right,16,Barclays WSL,France,Chelsea,55
Carson Pickett,82,86,54,74,72,79,76,LB,30,Left,17,NWSL,United States,Rac. Louisville,58
Jordan Pickford,82,83,77,87,87,51,80,GK,29,Left,18,Premier League,England,Everton,77
Ivan Provedel,82,83,79,80,85,42,79,GK,29,Right,19,Serie A TIM,Italy,Latium,84
Alba Redondo,82,83,82,70,83,26,64,ST,27,Right,16,Liga F,Spain,Levante UD,63
Fernando,82,63,62,74,73,82,81,CDM,36,Right,18,LALIGA EA SPORTS,Brazil,Sevilla FC,76
Rocky Rodríguez,82,58,77,79,80,76,84,CM,30,Right,16,NWSL,Costa Rica,Portland Thorns,63
Misa,82,84,77,77,80,61,84,GK,24,Left,17,Liga F,Spain,Real Madrid CF,66
Cristian Romero,82,70,46,59,66,84,80,CB,25,Right,18,Premier League,Argentina,Spurs,79
Ashley Sanchez,82,80,79,77,83,38,69,CAM,24,Right,16,NWSL,United States,Washington Spirit,56
Jadon Sancho,82,78,70,80,87,33,47,LW,23,Right,18,Premier League,England,Manchester Utd,76
Ouleymata Sarr,82,90,77,77,82,46,76,LM,28,Right,17,NWSL,France,Washington Spirit,61
Amaiur Sarriegi,82,89,78,74,85,46,80,RW,23,Left,16,Liga F,Spain,Real Sociedad,59
Stefan Savić,82,64,35,57,57,85,80,CB,32,Right,18,LALIGA EA SPORTS,Montenegro,Atlético de Madrid,80
Fabian Schär,82,54,68,75,73,84,77,CB,31,Right,18,Premier League,Switzerland,Newcastle Utd,84
Olivia Schough,82,79,80,77,81,41,73,LW,32,Right,17,Sverige Liga,Sweden,FC Rosengård,60
Caroline Seger,82,49,76,81,78,82,78,CM,38,Right,17,Sverige Liga,Sweden,FC Rosengård,62
Linda Sembrant,82,69,33,60,74,83,80,CB,36,Left,17,Calcio A Femminile,Sweden,Juventus,67
Carolin Simon,82,76,54,74,79,80,71,LB,31,Left,17,GPFBL,Germany,FC Bayern München,67
Emily Sonnett,82,81,57,76,73,83,83,CDM,30,Right,16,NWSL,United States,OL Reign,62
Ángela Sosa,82,74,83,83,84,64,75,CAM,30,Right,16,Liga F,Spain,Levante UD,56
Hina Sugita,82,73,79,82,83,73,67,RW,26,Left,16,NWSL,Japan,Portland Thorns,53
Dominik Szoboszlai,82,83,82,84,82,34,64,CAM,23,Right,18,Premier League,Hungary,Liverpool,74
Dušan Tadić,82,64,80,85,83,43,76,LW,35,Left,18,Trendyol Süper Lig,Serbia,Fenerbahçe,76
Mehdi Taremi,82,78,81,76,81,38,74,ST,31,Right,18,Liga Portugal,Iran,FC Porto,83
Nuno Mendes,82,89,58,75,80,77,76,LB,21,Left,17,Ligue 1 Uber Eats,Portugal,Paris SG,70
Gaëtane Thiney,82,58,79,83,81,50,69,CAM,38,Right,17,D1 Arkema,France,Paris FC,62
Youri Tielemans,82,50,79,85,79,69,69,CM,26,Right,17,Premier League,Belgium,Aston Villa,72
Lucas Torreira,82,76,70,77,80,79,78,CDM,27,Right,16,Trendyol Süper Lig,Uruguay,Galatasaray,60
Ferran Torres,82,83,79,78,83,35,68,LW,23,Right,18,LALIGA EA SPORTS,Spain,FC Barcelona,77
Viktor Tsygankov,82,85,78,79,81,46,61,RM,26,Left,17,LALIGA EA SPORTS,Ukraine,Girona FC,72
Enes Ünal,82,72,84,70,82,40,80,ST,26,Right,18,LALIGA EA SPORTS,Turkey,Getafe CF,78
Dayot Upamecano,82,83,45,63,72,81,83,CB,25,Right,18,Bundesliga,France,FC Bayern München,90
Daniëlle van de Donk,82,72,76,79,86,62,74,CAM,32,Right,16,D1 Arkema,Holland,OL,54
Emily van Egmond,82,61,61,78,73,82,83,CDM,30,Right,17,NWSL,Australia,San Diego Wave,65
Manuela Vanegas,82,77,63,73,71,82,78,CB,23,Right,16,Liga F,Colombia,Real Sociedad,68
Guglielmo Vicario,82,83,81,79,85,34,83,GK,27,Right,18,Premier League,Italy,Spurs,76
Timo Werner,82,91,80,70,82,35,69,ST,27,Right,18,Bundesliga,Germany,RB Leipzig,76
Callum Wilson,82,80,82,67,79,42,76,ST,31,Right,18,Premier League,England,Newcastle Utd,66
Granit Xhaka,82,49,74,82,73,75,82,CM,31,Left,18,Bundesliga,Switzerland,Leverkusen,82
Mattia Zaccagni,82,87,77,74,88,57,67,LW,28,Right,17,Serie A TIM,Italy,Latium,63
Katie Zelem,82,69,78,82,79,79,78,CDM,27,Right,16,Barclays WSL,England,Manchester Utd,53
Nathan Aké,81,75,53,72,74,82,77,CB,28,Left,18,Premier League,Holland,Manchester City,75
Ali Al Musrati,81,62,66,71,71,80,84,CDM,27,Right,18,Liga Portugal,Libya,SC Braga,83
Raúl Albiol,81,36,41,62,63,85,68,CB,38,Right,19,LALIGA EA SPORTS,Spain,Villarreal CF,82
Toby Alderweireld,81,54,61,74,67,83,79,CB,34,Right,18,1A Pro League,Belgium,Royal Antwerp FC,81
Miguel Almirón,81,87,77,75,81,56,64,RW,29,Left,17,Premier League,Paraguay,Newcastle Utd,70
Edson Álvarez,81,68,58,68,70,82,87,CDM,26,Right,18,Premier League,Mexico,West Ham,73
Yeray,81,64,49,68,65,83,76,CB,28,Right,18,LALIGA EA SPORTS,Spain,Athletic Club,79
Nataša Andonova,81,74,80,79,81,28,64,CAM,30,Left,16,Liga F,North Macedonia,Levante UD,60
Maximilian Arnold,81,66,79,79,78,76,75,CDM,29,Left,18,Bundesliga,Germany,VfL Wolfsburg,74
Kepa,81,80,78,85,84,34,78,GK,29,Right,18,LALIGA EA SPORTS,Spain,Real Madrid,85
Balde,81,91,48,73,78,75,64,LB,20,Left,17,LALIGA EA SPORTS,Spain,FC Barcelona,69
Lauren Barnes,81,75,47,70,76,80,78,LB,34,Left,16,NWSL,United States,OL Reign,57
Steven Berghuis,81,77,82,82,81,40,69,CAM,31,Left,18,Eredivisie,Holland,Ajax,75
Charlotte Bilbault,81,56,64,69,64,82,85,CDM,33,Right,16,D1 Arkema,France,Montpellier,65
Stina Blackstenius,81,83,83,60,81,39,75,ST,27,Right,17,Barclays WSL,Sweden,Arsenal,65
Benjamin Bourigeaud,81,73,77,82,81,67,76,CM,29,Right,17,Ligue 1 Uber Eats,France,Stade Rennais FC,70
Jule Brand,81,91,73,74,80,54,72,LW,21,Right,17,GPFBL,Germany,VfL Wolfsburg,62
Davide Calabria,81,79,57,71,77,79,73,RB,27,Right,17,Serie A TIM,Italy,Milan,70
Mariona,81,76,78,80,83,57,77,LW,27,Right,16,Liga F,Spain,FC Barcelona,61
Viola Calligaris,81,80,59,73,74,80,79,RB,27,Right,16,D1 Arkema,Switzerland,Paris SG,58
Etienne Capoue,81,50,75,78,75,79,78,CM,35,Right,19,LALIGA EA SPORTS,France,Villarreal CF,80
Ben Chilwell,81,74,60,78,78,77,73,LB,26,Left,18,Premier League,England,Chelsea,77
Samuel Chukwueze,81,89,75,74,84,36,63,RW,24,Left,17,Serie A TIM,Nigeria,Milan,70
Jonathan Clauss,81,83,69,76,78,70,70,RWB,31,Right,17,Ligue 1 Uber Eats,France,OM,69
Sebastián Coates,81,66,49,55,62,82,88,CB,33,Right,19,Liga Portugal,Uruguay,Sporting CP,94
Lucas Paquetá,81,72,77,79,84,69,76,CAM,26,Left,18,Premier League,Brazil,West Ham,72
Danielle Colaprico,81,79,75,78,80,75,72,CM,30,Right,15,NWSL,United States,San Diego Wave,58
Daphne Corboz,81,65,76,82,81,70,67,CM,30,Right,15,D1 Arkema,France,Paris FC,54
Bryan Cristante,81,53,73,78,75,78,82,CDM,28,Right,18,Serie A TIM,Italy,Roma FC,80
Danilo,81,73,67,74,74,83,78,CB,32,Right,18,Serie A TIM,Brazil,Juventus,78
Geyse,81,90,79,74,85,34,87,ST,25,Right,16,Barclays WSL,Brazil,Manchester Utd,60
Arnaut Danjuma,81,86,81,76,83,44,67,ST,26,Right,17,Premier League,Holland,Everton,74
Rui Silva,81,82,76,77,84,31,81,GK,29,Right,19,LALIGA EA SPORTS,Portugal,Real Betis,91
Jonathan David,81,82,81,71,78,34,75,ST,23,Right,17,Ligue 1 Uber Eats,Canada,LOSC Lille,70
Elisa De Almeida,81,71,34,65,61,84,72,CB,25,Right,17,D1 Arkema,France,Paris SG,61
Fred,81,75,69,79,81,76,70,CM,30,Left,16,Trendyol Süper Lig,Brazil,Fenerbahçe,62
Athenea,81,81,77,74,83,24,67,RW,23,Right,16,Liga F,Spain,Real Madrid CF,54
Rui Patrício,81,79,80,77,79,55,79,GK,35,Left,19,Serie A TIM,Portugal,Roma FC,84
Denzel Dumfries,81,83,63,70,73,78,89,RWB,27,Right,18,Serie A TIM,Holland,Inter,80
Melchie Dumornay,81,92,82,78,84,59,67,ST,20,Right,16,D1 Arkema,Haiti,OL,51
Lewis Dunk,81,45,51,66,66,82,80,CB,32,Right,19,Premier League,England,Brighton,88
Abby Erceg,81,50,39,59,65,84,79,CB,34,Right,17,NWSL,New Zealand,Rac. Louisville,68
João Félix,81,81,79,78,85,40,67,CF,24,Right,18,LALIGA EA SPORTS,Portugal,FC Barcelona,72
Emily Fox,81,69,44,69,78,80,72,LB,25,Right,16,NWSL,United States,NC Courage,57
Sara Gama,81,65,51,71,67,83,79,CB,34,Right,16,Calcio A Femminile,Italy,Juventus,62
Hanna Glas,81,77,50,70,71,81,79,RB,30,Right,17,NWSL,Sweden,KC Current,64
Beto,81,86,79,59,75,25,84,ST,25,Right,19,Premier League,Portugal,Everton,88
Nicolás González,81,87,76,73,83,45,64,RW,25,Left,18,Serie A TIM,Argentina,Fiorentina,72
Esther González,81,77,82,69,78,31,72,ST,31,Right,16,NWSL,Spain,NJ/NY Gotham,55
Verena Hanshaw,81,74,58,77,77,79,73,LB,29,Left,17,GPFBL,Austria,Frankfurt,58
Danilo Pereira,81,50,63,70,71,80,86,CDM,32,Right,18,Ligue 1 Uber Eats,Portugal,Paris SG,83
Rachel Hill,81,81,78,79,78,48,65,RM,28,Right,16,NWSL,United States,San Diego Wave,56
Lukáš Hrádecký,81,83,77,65,86,40,79,GK,34,Right,19,Bundesliga,Finland,Leverkusen,85
Lorenzo Insigne,81,80,78,81,86,36,44,LW,32,Right,16,MLS,Italy,Toronto FC,59
Alexander Isak,81,83,81,72,84,39,72,ST,24,Right,19,Premier League,Sweden,Newcastle Utd,77
Synne Jensen,81,80,82,74,81,28,76,ST,27,Right,17,Liga F,Norway,Real Sociedad,64
Daichi Kamada,81,79,73,80,83,54,64,CAM,27,Right,18,Serie A TIM,Japan,Latium,72
Ewelina Kamczyk,81,77,76,79,82,42,64,CAM,27,Right,16,D1 Arkema,Poland,FC Fleury 91,54
Simon Kjær,81,59,54,64,60,83,76,CB,34,Right,19,Serie A TIM,Denmark,Milan,86
Ibrahima Konaté,81,77,34,57,68,82,82,CB,24,Right,19,Premier League,France,Liverpool,95
Geoffrey Kondogbia,81,69,75,76,76,81,89,CM,30,Left,18,Ligue 1 Uber Eats,Central African Republic,OM,76
Andrej Kramarić,81,72,81,76,82,32,74,CF,32,Right,17,Bundesliga,Croatia,TSG Hoffenheim,73
Dejan Kulusevski,81,76,77,80,84,56,75,RW,23,Left,18,Premier League,Sweden,Spurs,75
Lo'eau LaBonta,81,84,79,78,79,73,78,CM,30,Right,15,NWSL,United States,KC Current,55
